,html,is_article
209,"<a class="""" href=""https://www.marketwatch.com/story/i-want-to-retire-at-55-in-a-country-with-free-health-care-my-spouse-will-draw-social-security-and-i-have-160-000-are-we-crazy-faaa6276?mod=hp_minor_pos26""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">I want to retire at 55 in a country with free health care. My spouse will draw Social Security, and I have $160,000. Are we crazy?</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a>",2
210,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-MKTW-0002838333""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.marketwatch.com/story/trying-to-get-rid-of-your-credit-card-debt-in-2024-heres-your-action-plan-be78018a?mod=hp_minor_pos27""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Want to get rid of your credit-card debt in 2024? Here’s your action plan.</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">7 min read</span></span></span></a></h3></article>",1
211,"<a class="""" href=""https://www.marketwatch.com/story/trying-to-get-rid-of-your-credit-card-debt-in-2024-heres-your-action-plan-be78018a?mod=hp_minor_pos27""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Want to get rid of your credit-card debt in 2024? Here’s your action plan.</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">7 min read</span></span></span></a>",2
212,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.mansionglobal.com?mod=hp_minor_strap_10""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Mansion Global</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
213,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-MG-0000131607""><a aria-label=""A Byron Bay Record Breaker, a Fashion Designer’s Miami Triplex and More"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.mansionglobal.com/articles/a-byron-bay-record-breaker-a-fashion-designers-miami-triplex-and-more-0005181f?mod=hp_minor_pos28"" tabindex=""0""><img alt=""A Byron Bay Record Breaker, a Fashion Designer’s Miami Triplex and More"" class=""WSJTheme--image--At42misj"" height=""123"" src=""https://images.mansionglobal.com/im-62158797?width=184&amp;height=123"" srcset=""https://images.mansionglobal.com/im-62158797?width=184&amp;height=123, https://images.mansionglobal.com/im-62158797?width=184&amp;height=123&amp;pixel_ratio=1.5 1.5x, https://images.mansionglobal.com/im-62158797?width=184&amp;height=123&amp;pixel_ratio=2 2x, https://images.mansionglobal.com/im-62158797?width=184&amp;height=123&amp;pixel_ratio=3 3x"" title=""A Byron Bay Record Breaker, a Fashion Designer’s Miami Triplex and More"" width=""184""/></a><p class=""WSJTheme--disclaimer--z6t0rdpF WSJTheme--media-margin-bottom--1y8Rmu4r WSJTheme--wsj-caption--2khDBUxX"">Independent of The Wall Street Journal newsroom. </p><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.mansionglobal.com/articles/a-byron-bay-record-breaker-a-fashion-designers-miami-triplex-and-more-0005181f?mod=hp_minor_pos28""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">A Byron Bay Record Breaker, a Fashion Designer’s Miami Triplex and More</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">1 min read</span></span></span></a></h3></article>",1
214,"<a aria-label=""A Byron Bay Record Breaker, a Fashion Designer’s Miami Triplex and More"" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.mansionglobal.com/articles/a-byron-bay-record-breaker-a-fashion-designers-miami-triplex-and-more-0005181f?mod=hp_minor_pos28"" tabindex=""0""><img alt=""A Byron Bay Record Breaker, a Fashion Designer’s Miami Triplex and More"" class=""WSJTheme--image--At42misj"" height=""123"" src=""https://images.mansionglobal.com/im-62158797?width=184&amp;height=123"" srcset=""https://images.mansionglobal.com/im-62158797?width=184&amp;height=123, https://images.mansionglobal.com/im-62158797?width=184&amp;height=123&amp;pixel_ratio=1.5 1.5x, https://images.mansionglobal.com/im-62158797?width=184&amp;height=123&amp;pixel_ratio=2 2x, https://images.mansionglobal.com/im-62158797?width=184&amp;height=123&amp;pixel_ratio=3 3x"" title=""A Byron Bay Record Breaker, a Fashion Designer’s Miami Triplex and More"" width=""184""/></a>",0
215,"<a class="""" href=""https://www.mansionglobal.com/articles/a-byron-bay-record-breaker-a-fashion-designers-miami-triplex-and-more-0005181f?mod=hp_minor_pos28""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">A Byron Bay Record Breaker, a Fashion Designer’s Miami Triplex and More</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">1 min read</span></span></span></a>",2
216,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-MG-0000132555""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.mansionglobal.com/articles/antiguas-english-harbor-is-a-lively-waterfront-paradise-steeped-in-history-838f9cc1?mod=hp_minor_pos29""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Antigua’s English Harbor Is a Lively Waterfront Paradise Steeped in History</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a></h3></article>",1
217,"<a class="""" href=""https://www.mansionglobal.com/articles/antiguas-english-harbor-is-a-lively-waterfront-paradise-steeped-in-history-838f9cc1?mod=hp_minor_pos29""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Antigua’s English Harbor Is a Lively Waterfront Paradise Steeped in History</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">5 min read</span></span></span></a>",2
218,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-MG-0000132590""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.mansionglobal.com/articles/newly-listed-22-million-estate-outside-charlotte-is-among-the-metros-priciest-5f502742?mod=hp_minor_pos30""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Newly Listed $22 Million Estate Outside Charlotte Is Among the Metro’s Priciest</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></a></h3></article>",1
219,"<a class="""" href=""https://www.mansionglobal.com/articles/newly-listed-22-million-estate-outside-charlotte-is-among-the-metros-priciest-5f502742?mod=hp_minor_pos30""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Newly Listed $22 Million Estate Outside Charlotte Is Among the Metro’s Priciest</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></a>",2
220,"<a class=""style--strap--ND8Cuaip style--align-left--3iZ8c-pm style--link--1JBnCaZi"" href=""https://www.barrons.com/penta?mod=hp_minor_strap_11""><h2 class=""style--label--13MlcFOP typography--sans-serif-narrow--tQEgavy2 style--size-small--1mrJTuBn style--icon-position-right--Sm9pTJ3p style--padding-top-12--3XU8PlhY style--padding-bottom-12--393Wqqzy""><span class="""">Penta</span><span class=""style--icon--1WxxxS-r style--icon-link--3nS95BKp style--icon-position-right--Sm9pTJ3p""></span></h2></a>",0
221,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--media-margin-bottom--1bIRFuDR WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe"" data-id=""WP-PENTAB-0000036159""><a aria-label=""Marilyn Monroe at the Beverly Hills Hotel 1961 in the Pucci dress up for auction."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.barrons.com/articles/hugh-hefner-and-marilyn-monroe-possessions-head-to-auction-together-for-the-first-time-5a71be5f?mod=hp_minor_pos31"" tabindex=""0""><img alt=""Marilyn Monroe at the Beverly Hills Hotel 1961 in the Pucci dress up for auction."" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.barrons.com/im-98143440?width=180&amp;height=120"" srcset=""https://images.barrons.com/im-98143440?width=180&amp;height=120, https://images.barrons.com/im-98143440?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.barrons.com/im-98143440?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.barrons.com/im-98143440?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Marilyn Monroe at the Beverly Hills Hotel 1961 in the Pucci dress up for auction."" width=""180""/></a><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.barrons.com/articles/hugh-hefner-and-marilyn-monroe-possessions-head-to-auction-together-for-the-first-time-5a71be5f?mod=hp_minor_pos31""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Hugh Hefner and Marilyn Monroe Possessions Head to Auction Together for the First Time</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></a></h3></article>",1
222,"<a aria-label=""Marilyn Monroe at the Beverly Hills Hotel 1961 in the Pucci dress up for auction."" class=""WSJTheme--lazyload--1zvjCdOV WSJTheme--lazyload-v2--BovHtDic"" href=""https://www.barrons.com/articles/hugh-hefner-and-marilyn-monroe-possessions-head-to-auction-together-for-the-first-time-5a71be5f?mod=hp_minor_pos31"" tabindex=""0""><img alt=""Marilyn Monroe at the Beverly Hills Hotel 1961 in the Pucci dress up for auction."" class=""WSJTheme--image--At42misj"" height=""120"" src=""https://images.barrons.com/im-98143440?width=180&amp;height=120"" srcset=""https://images.barrons.com/im-98143440?width=180&amp;height=120, https://images.barrons.com/im-98143440?width=180&amp;height=120&amp;pixel_ratio=1.5 1.5x, https://images.barrons.com/im-98143440?width=180&amp;height=120&amp;pixel_ratio=2 2x, https://images.barrons.com/im-98143440?width=180&amp;height=120&amp;pixel_ratio=3 3x"" title=""Marilyn Monroe at the Beverly Hills Hotel 1961 in the Pucci dress up for auction."" width=""180""/></a>",0
223,"<a class="""" href=""https://www.barrons.com/articles/hugh-hefner-and-marilyn-monroe-possessions-head-to-auction-together-for-the-first-time-5a71be5f?mod=hp_minor_pos31""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Hugh Hefner and Marilyn Monroe Possessions Head to Auction Together for the First Time</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">2 min read</span></span></span></a>",2
224,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-PENTAB-0000036155""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.barrons.com/articles/auction-sales-dropped-nearly-19-in-2023-but-younger-buyers-are-stepping-up-53c7f274?mod=hp_minor_pos32""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Auction Sales Dropped Nearly 19% in 2023, but Younger Buyers Are Stepping Up</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a></h3></article>",1
225,"<a class="""" href=""https://www.barrons.com/articles/auction-sales-dropped-nearly-19-in-2023-but-younger-buyers-are-stepping-up-53c7f274?mod=hp_minor_pos32""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">Auction Sales Dropped Nearly 19% in 2023, but Younger Buyers Are Stepping Up</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a>",2
226,"<article class=""WSJTheme--story--XB4V2mLz WSJTheme--padding-top-large--2v7uyj-o styles--padding-top-large--3rrHKJPO WSJTheme--padding-bottom--3o8dlerC styles--padding-bottom--DQ6elYpe WSJTheme--border-top--3Af5JMX8"" data-id=""WP-PENTAB-0000036148""><h3 class=""WSJTheme--headline--unZqjb45 undefined WSJTheme--heading-5--1oh0iDBS typography--sans-serif--1WZesAGA""><a class="""" href=""https://www.barrons.com/articles/tv-chef-tony-singhs-guide-to-edinburgh-346dbf88?mod=hp_minor_pos33""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">TV Chef Tony Singh’s Guide to Edinburgh</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a></h3></article>",1
227,"<a class="""" href=""https://www.barrons.com/articles/tv-chef-tony-singhs-guide-to-edinburgh-346dbf88?mod=hp_minor_pos33""><span class=""WSJTheme--headlineText--He1ANr9C""><span class="""">TV Chef Tony Singh’s Guide to Edinburgh</span><span class=""WSJTheme--time-to-read--1uVnDiZs""><span class=""WSJTheme--mins-to-read--3baxNBNG"">4 min read</span></span></span></a>",2
228,"<a class=""WSJTheme--link--c8R_c_Vx"" href=""https://www.wsj.com/us-news/bill-ackman-wife-neri-oxman-apologizes-for-plagiarism-in-her-2010-dissertation-ac01f4ce?mod=hp_trending_now_article_pos1""><h3 class=""WSJTheme--headline--nQ8J-FfZ"">Bill Ackman’s Wife, Neri Oxman, Apologizes for Plagiarism in Her 2010 Dissertation</h3><img alt="""" class=""WSJTheme--image--At42misj"" height=""173"" src=""https://images.wsj.net/im-908720?width=264&amp;height=173"" srcset=""https://images.wsj.net/im-908720?width=264&amp;height=173, https://images.wsj.net/im-908720?width=264&amp;height=173&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908720?width=264&amp;height=173&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908720?width=264&amp;height=173&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
229,"<a class=""WSJTheme--link--c8R_c_Vx"" href=""https://www.wsj.com/business/airlines/alaska-airlines-jet-makes-emergency-landing-after-boeing-737-max-rips-open-b3af13fc?mod=hp_trending_now_article_pos2""><h3 class=""WSJTheme--headline--nQ8J-FfZ"">FAA Orders Grounding of Some Boeing 737 MAX-9 Jets After Emergency Landing</h3><img alt="""" class=""WSJTheme--image--At42misj"" height=""173"" src=""https://images.wsj.net/im-909020?width=264&amp;height=173"" srcset=""https://images.wsj.net/im-909020?width=264&amp;height=173, https://images.wsj.net/im-909020?width=264&amp;height=173&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-909020?width=264&amp;height=173&amp;pixel_ratio=2 2x, https://images.wsj.net/im-909020?width=264&amp;height=173&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
230,"<a class=""WSJTheme--link--c8R_c_Vx"" href=""https://www.wsj.com/lifestyle/travel/best-travel-spots-2024-vacation-a6076aa3?mod=hp_trending_now_article_pos3""><h3 class=""WSJTheme--headline--nQ8J-FfZ"">The 10 Best Places to Visit in 2024</h3><img alt="""" class=""WSJTheme--image--At42misj"" height=""173"" src=""https://images.wsj.net/im-907452?width=264&amp;height=173"" srcset=""https://images.wsj.net/im-907452?width=264&amp;height=173, https://images.wsj.net/im-907452?width=264&amp;height=173&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-907452?width=264&amp;height=173&amp;pixel_ratio=2 2x, https://images.wsj.net/im-907452?width=264&amp;height=173&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
231,"<a class=""WSJTheme--link--c8R_c_Vx"" href=""https://www.wsj.com/health/wellness/best-weekend-life-hacks-science-0fcf415c?mod=hp_trending_now_article_pos4""><h3 class=""WSJTheme--headline--nQ8J-FfZ"">The Science-Backed Schedule for Your Perfect Weekend</h3><img alt="""" class=""WSJTheme--image--At42misj"" height=""173"" src=""https://images.wsj.net/im-906501?width=264&amp;height=173"" srcset=""https://images.wsj.net/im-906501?width=264&amp;height=173, https://images.wsj.net/im-906501?width=264&amp;height=173&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-906501?width=264&amp;height=173&amp;pixel_ratio=2 2x, https://images.wsj.net/im-906501?width=264&amp;height=173&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
232,"<a class=""WSJTheme--link--c8R_c_Vx"" href=""https://www.wsj.com/health/healthcare/covid-variant-jn1-dominates-new-cases-5cefd5ed?mod=hp_trending_now_article_pos5""><h3 class=""WSJTheme--headline--nQ8J-FfZ"">Why It Feels Like Everyone You Know Is Getting Covid-19</h3><img alt="""" class=""WSJTheme--image--At42misj"" height=""173"" src=""https://images.wsj.net/im-908956?width=264&amp;height=173"" srcset=""https://images.wsj.net/im-908956?width=264&amp;height=173, https://images.wsj.net/im-908956?width=264&amp;height=173&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908956?width=264&amp;height=173&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908956?width=264&amp;height=173&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
233,"<a class=""WSJTheme--link--c8R_c_Vx"" href=""https://www.wsj.com/articles/trump-summons-the-furies-in-iowa-caucus-primary-desantis-2024-bias-indictment-6cb3750a?mod=hp_trending_now_opn_pos1""><h3 class=""WSJTheme--headline--nQ8J-FfZ"">Opinion: Trump Summons the Furies in Iowa</h3><img alt="""" class=""WSJTheme--image--At42misj"" height=""173"" src=""https://images.wsj.net/im-907737?width=264&amp;height=173"" srcset=""https://images.wsj.net/im-907737?width=264&amp;height=173, https://images.wsj.net/im-907737?width=264&amp;height=173&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-907737?width=264&amp;height=173&amp;pixel_ratio=2 2x, https://images.wsj.net/im-907737?width=264&amp;height=173&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
234,"<a class=""WSJTheme--link--c8R_c_Vx"" href=""https://www.wsj.com/articles/garrett-illerbrunn-army-pilot-injured-erbil-iraq-8f295dff?mod=hp_trending_now_opn_pos2""><h3 class=""WSJTheme--headline--nQ8J-FfZ"">Opinion: ‘Shrapnel Struck Garrett in the Head’</h3><img alt="""" class=""WSJTheme--image--At42misj"" height=""173"" src=""https://images.wsj.net/im-908988?width=264&amp;height=173"" srcset=""https://images.wsj.net/im-908988?width=264&amp;height=173, https://images.wsj.net/im-908988?width=264&amp;height=173&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908988?width=264&amp;height=173&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908988?width=264&amp;height=173&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
235,"<a class=""WSJTheme--link--c8R_c_Vx"" href=""https://www.wsj.com/articles/george-sheetz-v-county-of-el-dorado-property-rights-fifth-amendment-69ebc4c9?mod=hp_trending_now_opn_pos3""><h3 class=""WSJTheme--headline--nQ8J-FfZ"">Opinion: The Supreme Court’s Road to El Dorado</h3><img alt="""" class=""WSJTheme--image--At42misj"" height=""173"" src=""https://images.wsj.net/im-908919?width=264&amp;height=173"" srcset=""https://images.wsj.net/im-908919?width=264&amp;height=173, https://images.wsj.net/im-908919?width=264&amp;height=173&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908919?width=264&amp;height=173&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908919?width=264&amp;height=173&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
236,"<a class=""WSJTheme--link--c8R_c_Vx"" href=""https://www.wsj.com/articles/merit-is-no-longer-evil-8df27d4e?mod=hp_trending_now_opn_pos4""><h3 class=""WSJTheme--headline--nQ8J-FfZ"">Opinion: ‘Merit Is No Longer Evil’ </h3><img alt="""" class=""WSJTheme--image--At42misj"" height=""173"" src=""https://images.wsj.net/im-908942?width=264&amp;height=173"" srcset=""https://images.wsj.net/im-908942?width=264&amp;height=173, https://images.wsj.net/im-908942?width=264&amp;height=173&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908942?width=264&amp;height=173&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908942?width=264&amp;height=173&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
237,"<a class=""WSJTheme--link--c8R_c_Vx"" href=""https://www.wsj.com/articles/gop-tees-up-a-2016-repeat-haley-trump-desantis-primary-iowa-a021d841?mod=hp_trending_now_opn_pos5""><h3 class=""WSJTheme--headline--nQ8J-FfZ"">Opinion: GOP Tees Up a 2016 Repeat</h3><img alt="""" class=""WSJTheme--image--At42misj"" height=""173"" src=""https://images.wsj.net/im-908450?width=264&amp;height=173"" srcset=""https://images.wsj.net/im-908450?width=264&amp;height=173, https://images.wsj.net/im-908450?width=264&amp;height=173&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908450?width=264&amp;height=173&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908450?width=264&amp;height=173&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
238,"<a class=""WSJTheme--link--c8R_c_Vx WSJTheme--video-link--2xKPKh9g"" href=""https://www.wsj.com/video/claudine-gay-resigns-as-harvard-president/91936619-38DB-4325-A81A-18931E65FCE4.html?mod=hp_trending_now_video_pos1""><h3 aria-label=""Video: Claudine Gay Resigns as Harvard President."" class=""WSJTheme--headline--nQ8J-FfZ"">Claudine Gay Resigns as Harvard President</h3><span aria-label=""2 minutes 1 second"" class=""WSJTheme--duration-text--3AQDXrMk"">02:01</span><img alt="""" class=""WSJTheme--image--At42misj WSJTheme--video--small--2mogRu3H"" height=""149"" src=""https://images.wsj.net/im-907398?width=264&amp;height=149"" srcset=""https://images.wsj.net/im-907398?width=264&amp;height=149, https://images.wsj.net/im-907398?width=264&amp;height=149&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-907398?width=264&amp;height=149&amp;pixel_ratio=2 2x, https://images.wsj.net/im-907398?width=264&amp;height=149&amp;pixel_ratio=3 3x"" width=""264""/></a>",2
239,"<a class=""WSJTheme--link--c8R_c_Vx WSJTheme--video-link--2xKPKh9g"" href=""https://www.wsj.com/video/series/wonder-land-henninger/wsj-opinion-donald-trumps-lame-duck-presidential-candidacy/67957DFB-1DD9-42C5-BD7E-4B42501F40A1?mod=hp_trending_now_video_pos2""><h3 aria-label=""Video: WSJ Opinion: Donald Trump’s Lame-Duck Presidential Candidacy."" class=""WSJTheme--headline--nQ8J-FfZ"">WSJ Opinion: Donald Trump’s Lame-Duck Presidential Candidacy</h3><span aria-label=""4 minutes 33 seconds"" class=""WSJTheme--duration-text--3AQDXrMk"">04:33</span><img alt="""" class=""WSJTheme--image--At42misj WSJTheme--video--small--2mogRu3H"" height=""59"" src=""https://images.wsj.net/im-908076?width=105&amp;height=59"" srcset=""https://images.wsj.net/im-908076?width=105&amp;height=59, https://images.wsj.net/im-908076?width=105&amp;height=59&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908076?width=105&amp;height=59&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908076?width=105&amp;height=59&amp;pixel_ratio=3 3x"" width=""105""/></a>",2
240,"<a class=""WSJTheme--link--c8R_c_Vx WSJTheme--video-link--2xKPKh9g"" href=""https://www.wsj.com/video/series/news-explainers/historian-explains-obscure-law-that-could-ban-trump-from-the-ballot/1F3BA696-9C27-405B-B943-A65A63270678?mod=hp_trending_now_video_pos3""><h3 aria-label=""Video: Historian Explains Obscure Law That Could Ban Trump From the Ballot."" class=""WSJTheme--headline--nQ8J-FfZ"">Historian Explains Obscure Law That Could Ban Trump From the Ballot</h3><span aria-label=""5 minutes 38 seconds"" class=""WSJTheme--duration-text--3AQDXrMk"">05:38</span><img alt="""" class=""WSJTheme--image--At42misj WSJTheme--video--small--2mogRu3H"" height=""59"" src=""https://images.wsj.net/im-908047?width=105&amp;height=59"" srcset=""https://images.wsj.net/im-908047?width=105&amp;height=59, https://images.wsj.net/im-908047?width=105&amp;height=59&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-908047?width=105&amp;height=59&amp;pixel_ratio=2 2x, https://images.wsj.net/im-908047?width=105&amp;height=59&amp;pixel_ratio=3 3x"" width=""105""/></a>",2
241,"<a class=""WSJTheme--link--c8R_c_Vx WSJTheme--video-link--2xKPKh9g"" href=""https://www.wsj.com/video/alaska-airlines-flight-makes-emergency-landing-after-part-of-plane-rips-away/6CF382FB-C6DD-4719-A2FF-12C70BDCA050.html?mod=hp_trending_now_video_pos4""><h3 aria-label=""Video: Alaska Airlines Flight Makes Emergency Landing After Part of Plane Rips Away."" class=""WSJTheme--headline--nQ8J-FfZ"">Alaska Airlines Flight Makes Emergency Landing After Part of Plane Rips Away</h3><span aria-label=""0 minute 57 seconds"" class=""WSJTheme--duration-text--3AQDXrMk"">00:57</span><img alt="""" class=""WSJTheme--image--At42misj WSJTheme--video--small--2mogRu3H"" height=""59"" src=""https://images.wsj.net/im-909033?width=105&amp;height=59"" srcset=""https://images.wsj.net/im-909033?width=105&amp;height=59, https://images.wsj.net/im-909033?width=105&amp;height=59&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-909033?width=105&amp;height=59&amp;pixel_ratio=2 2x, https://images.wsj.net/im-909033?width=105&amp;height=59&amp;pixel_ratio=3 3x"" width=""105""/></a>",2
242,"<a class=""WSJTheme--link--c8R_c_Vx WSJTheme--video-link--2xKPKh9g"" href=""https://www.wsj.com/video/series/journal-editorial-report/wsj-opinion-our-predictions-for-2024/C94B46F9-3065-4809-B9CB-FB34E3877F03?mod=hp_trending_now_video_pos5""><h3 aria-label=""Video: WSJ Opinion: Our Predictions for 2024 ."" class=""WSJTheme--headline--nQ8J-FfZ"">WSJ Opinion: Our Predictions for 2024 </h3><span aria-label=""1 minute 50 seconds"" class=""WSJTheme--duration-text--3AQDXrMk"">01:50</span><img alt="""" class=""WSJTheme--image--At42misj WSJTheme--video--small--2mogRu3H"" height=""59"" src=""https://images.wsj.net/im-907366?width=105&amp;height=59"" srcset=""https://images.wsj.net/im-907366?width=105&amp;height=59, https://images.wsj.net/im-907366?width=105&amp;height=59&amp;pixel_ratio=1.5 1.5x, https://images.wsj.net/im-907366?width=105&amp;height=59&amp;pixel_ratio=2 2x, https://images.wsj.net/im-907366?width=105&amp;height=59&amp;pixel_ratio=3 3x"" width=""105""/></a>",2
