,html,is_article
343,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/health"">Health</a>",0
344,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/jobs"">Jobs</a>",0
345,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/fashion/weddings"">Love</a>",0
346,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/magazine"">Magazine</a>",0
347,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/parenting"">Parenting</a>",0
348,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/realestate"">Real Estate</a>",0
349,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/style"">Style</a>",0
350,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/t-magazine"">T Magazine</a>",0
351,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/travel"">Travel</a>",0
352,"<section aria-labelledby=""site-index-section-label-4"" class=""css-1rr4qq7""><h3 class=""css-1onhbft"" id=""site-index-section-label-4"">More</h3><ul class=""css-1iruc8t"" data-testid=""site-index-section-list""><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/reader-center"">Reader Center</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://theathletic.com"">The Athletic</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/wirecutter/"">Wirecutter</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://cooking.nytimes.com"">Cooking</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/headway"">Headway</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/nyt-events"">Live Events</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/learning"">The Learning Network</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/podcasts"">Podcasts</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/video"">Video</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/graphics"">Graphics</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://timesmachine.nytimes.com/browser"">TimesMachine</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://store.nytimes.com/"">Times Store</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/account"">Manage My Account</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/gift-articles"">Gift Articles</a></li><li class=""css-ist4u3""><a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://nytlicensing.com/"">NYTLicensing</a></li></ul></section>",0
353,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/reader-center"">Reader Center</a>",0
354,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://theathletic.com"">The Athletic</a>",0
355,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/wirecutter/"">Wirecutter</a>",0
356,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://cooking.nytimes.com"">Cooking</a>",0
357,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/headway"">Headway</a>",0
358,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/nyt-events"">Live Events</a>",0
359,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/section/learning"">The Learning Network</a>",0
360,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/podcasts"">Podcasts</a>",0
361,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/video"">Video</a>",0
362,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/spotlight/graphics"">Graphics</a>",0
363,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://timesmachine.nytimes.com/browser"">TimesMachine</a>",0
364,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://store.nytimes.com/"">Times Store</a>",0
365,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/account"">Manage My Account</a>",0
366,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""/gift-articles"">Gift Articles</a>",0
367,"<a class=""css-wbbhzv"" data-testid=""site-index-section-list-link"" href=""https://nytlicensing.com/"">NYTLicensing</a>",0
368,"<a class=""css-1oyjjn8"" data-testid=""site-index-subscribe-list-link"" href=""https://www.nytimes.com/hdleftnav"">Home Delivery</a>",0
369,"<a class=""css-1oyjjn8"" data-testid=""site-index-subscribe-list-link"" href=""https://www.nytimes.com/digitalleftnav"">Digital Subscriptions</a>",0
370,"<a class=""css-1oyjjn8"" data-testid=""site-index-subscribe-list-link"" href=""https://www.nytimes.com/subscription/games"">Games</a>",0
371,"<a class=""css-1oyjjn8"" data-testid=""site-index-subscribe-list-link"" href=""https://www.nytimes.com/subscription/cooking.html"">Cooking</a>",0
372,"<a class=""css-1jmp9xk"" href=""https://www.nytimes.com/newsletters"">Email Newsletters</a>",0
373,"<a class=""css-1jmp9xk"" href=""https://www.nytimes.com/corporateleftnav"">Corporate Subscriptions</a>",0
374,"<a class=""css-1jmp9xk"" href=""https://www.nytimes.com/educationleftnav"">Education Rate</a>",0
375,"<a class=""css-1jmp9xk"" href=""https://help.nytimes.com/hc/en-us/sections/115003859548-Apps"">Mobile Applications</a>",0
376,"<a class=""css-1jmp9xk"" href=""https://nytimes.pressreader.com/"">Replica Edition</a>",0
377,"<a class=""css-1jmp9xk"" href=""https://www.nytimes.com/international/"" hreflang=""en"">International</a>",0
378,"<a class=""css-1jmp9xk"" href=""https://www.nytimes.com/ca/"" hreflang=""en-CA"">Canada</a>",0
379,"<a class=""css-1jmp9xk"" href=""https://www.nytimes.com/es/"" hreflang=""es"">Español</a>",0
380,"<a class=""css-1jmp9xk"" href=""https://cn.nytimes.com/"" hreflang=""zh-Hans"">中文网</a>",0
381,"<a class=""css-jq1cx6"" href=""https://help.nytimes.com/hc/en-us/articles/115014792127-Copyright-notice"">© <span>2024</span> <span>The New York Times Company</span></a>",0
382,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://www.nytco.com/"">NYTCo</a>",0
383,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://help.nytimes.com/hc/en-us/articles/115015385887-Contact-Us"">Contact Us</a>",0
384,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://help.nytimes.com/hc/en-us/articles/115015727108-Accessibility"">Accessibility</a>",0
385,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://www.nytco.com/careers/"">Work with us</a>",0
386,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://nytmediakit.com/"">Advertise</a>",0
387,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://www.tbrandstudio.com/"">T Brand Studio</a>",0
388,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://www.nytimes.com/privacy/cookie-policy#how-do-i-manage-trackers"">Your Ad Choices</a>",0
389,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://www.nytimes.com/privacy/privacy-policy"">Privacy Policy</a>",0
390,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://help.nytimes.com/hc/en-us/articles/115014893428-Terms-of-service"">Terms of Service</a>",0
391,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://help.nytimes.com/hc/en-us/articles/115014893968-Terms-of-sale"">Terms of Sale</a>",0
392,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""/sitemap/"">Site Map</a>",0
393,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://www.nytimes.com/ca/"">Canada</a>",0
394,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://www.nytimes.com/international/"">International</a>",0
395,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://help.nytimes.com/hc/en-us"">Help</a>",0
396,"<a class=""css-jq1cx6"" data-testid=""footer-link"" href=""https://www.nytimes.com/subscription?campaignId=37WXW"" rel=""nofollow"">Subscriptions</a>",0
397,"<a class=""css-jq1cx6"" data-testid=""privacy-preferences-link"" href=""/privacy/manage-settings"" rel=""noreferrer noopener"" target=""_blank"">Manage Privacy Preferences</a>",0
